id,texto
1279,lula quer reunião com laboratórios sobre vacina para gripe suína: líderes do mercosul se disseram preocupados com distribuição de remédios.
1017,"suspensão de toque de recolher causa fuga em massa no paquistão: carros e ônibus lotados deixam o vale do swat, onde exército enfrenta militantes do talibã."
157,jovem de 13 anos que teve perna decepada por lancha recebe prótese: equipamento foi doado e deve será colocado nesta segunda-feira. ele nadava na baía de vitória quando foi atingido pela embarcação.
47,"conhecido por agredir cadeirante, delegado damasio marino é preso. o delegado damasio marino, conhecido por ter agredido em 2011 um cadeirante em são josé dos campos, no interior de são paulo, foi preso no começo da noite da última sexta-feira."
1548,"irã: exportação de petróleo atinge maior nível em um ano. as exportações de petróleo subiram e atingiram o maior nível em um ano nos últimos dois meses, após uma melhora nas relações com o ocidente terem impulsionado a economia do irã."
1008,"homem que acordou em funerária morre de verdade nos eua. acho que desta vez ele se foi, disse sobrinha. homem havia chocado cidade ao acordar em funerária."
1212,"farc asseguram respeito ao cessar-fogo. as forças armadas revolucionárias da colômbia (farc) asseguraram neste domingo seu respeito ao cessar-fogo anunciado pelo comando rebelde há seis dias, mas reforçaram seu direito de se defender caso seja necessário."
870,fan walk mostrará história da bahia a turistas durante a copa do mundo. rota da caminhada vai ligar o centro histórico à arena fonte nova. torcedores conhecerão os principais pontos turísticos da cidade.
776,incêndio em ônibus deixa dezenas de mortos na colômbia. ao menos 30 crianças e 1 adulto morreram após explosão de gasolina. outras 18 pessoas conseguiram escapar e foram hospitalizadas.
184,lula visita nesta terça áreas alagadas no piauí e no maranhão: presidente se reúne com prefeitos das regiões inundadas. são luís teve o abril mais chuvoso dos últimos 24 anos.
91,"falta de médicos especialistas faz pacientes procurarem justiça em ms. principais reclamações são na ortopedia, neurocirurgia e oftalmologia. saúde explica o que está sendo feito para atrair mais profissionais."
1368,"prf flagra menina de 12 anos dirigindo picape em rodovia gaúcha: segundo os policiais, jovem estava acompanhada da mãe em são borja. carro foi retido e a mãe autuada por deixar um menor de 18 anos dirigir."
1469,"sem quórum, governo não consegue votar mp que altera fundo soberano: fundo soberano pode perder r$ 14,2 bilhões e ficar sem recursos. líder do governo busca entendimento para votar mp de forma simbólica."
942,"seis pessoas seguem hospitalizadas após acidente que matou 18 no ceará. médico do ijf diz que pacientes têm quadro de saúde estável. acidente com ônibus em canindé, no interior do ceará, matou 18 pessoas."
145,"com reforma, hemosul vai transferir recebimento de doações em ms. coleta de sangue, medula e outros procedimentos irão para três hospitais. confira os horários de atendimentos para recebimento de doações."
1406,"eua e ue podem adotar medidas sérias sobre a crimeia, diz kerry. secretário dos eua ameaça rússia se não houver sinal de solução. putin afirmou que rússia não é culpada por crise: fomos envolvidos."
427,"madrugada de combates em damasco. os bairros do sul da capital síria foram bombardeados neste sábado pelas forças do regime e durante a noite foram registrados combates na província de damasco, região onde os confrontos se concentram agora, informou uma ong síria e militantes."
1845,"desocupação de terra indígena tem confronto entre polícia e produtores. produtores afirmam que vão resistir à desocupação na terra xavante. durante confronto, agricultora passou mal e policial ficou ferido."
1929,"museu encontra pela 1ª vez áudio com voz do cientista graham bell. graham bell, considerado inventor do telefone, fez gravação em 1885."
659,"ney latorraca melhora e pode deixar cti na próxima semana. permanece estável o estado de saúde do ator ney latorraca, de 68 anos, internado desde o dia 25 de outubro na casa de saúde são josé, no rio."
1693,"astrônomos conseguem flagrar explosão de supernova secreta: fenômeno aconteceu na galáxia m82, a 12 milhões de anos-luz daqui. nuvens de gás encobrem conflagração, mas ondas de rádio passam."
119,"homem é assassinado no bairro são jorge em uberlândia. crime aconteceu na madrugada desta terça-feira (20). segundo a pm, dois suspeitos efetuaram os disparos e fugiram."
1488,"colisões envolvendo cinco carros congestionam trânsito em teresina. todos os acidentes aconteceram nos cruzamentos com a rua david caldas. corpo de bombeiros e samu foram acionados, mas não houve feridos."
1893,"pais de madeleine divulgam imagens de como ela estaria hoje: projeção mostra como menina estaria com seis anos de idade. pais participaram de programa de tv, que vai ao ar na segunda."
1405,"ataque de muçulmanos armados deixa pelo menos 30 mortos na nigéria. pelo menos 30 pessoas morreram em um ataque simultâneo em três localidades do norte da nigéria, que foi supostamente cometido por pastores da etnia muçulmana fulani, informou nesta sexta-feira a imprensa local."
1701,"verissimo vem respondendo bem ao tratamento, diz hospital. o escritor luis fernando verissimo, de 76 anos, permanece internado no centro de tratamento intensivo do hospital moinho dos ventos, em porto alegre."
1443,"estados do nordeste tentam organizar campanha para vítimas das chuvas: segundo defesas civis, não há ação nacional para arrecadar donativos. afetados por chuvas ganham kit de emergência da defesa civil nacional."
721,costureiras fazem plantão para terminar roupas de quadrilhas juninas no recife: trabalho nos barracões fica agitado a menos de um mês do são joão. costureiras aumentam renda da família em até 20% nesta época.
1173,"espanha fará o pedido oficial de ajuda para bancos na próxima segunda-feira. a espanha fará o pedido oficial de ajuda para recapitalizar os bancos na próxima segunda-feira (25), disse nesta sexta-feira (22) o ministro de economia espanhol, luis de guindos, em uma coletiva de imprensa em luxemburgo."
924,americano transforma bebê em bateria e faz sucesso na web. brad kuehner usou o filho para fazer percussão. garoto deu risada e se divertiu durante a brincadeira.
1147,"explosão no centro da capital síria deixa 12 feridos. uma explosão hoje (4), no centro de damasco, capital da síria, próximo ao hotel dama rose, foi confirmada pelas autoridades locais como um atentado terrorista."
203,britânicos criam novo teste para ajudar a identificar demência: especialistas em cambridge dizem que novo questionário é mais eficaz do que os testes tradicionais.
446,"mantega se reunirá com secretário do tesouro dos eua. o ministro da fazenda, guido mantega, se reunirá com o secretário do tesouro dos estados unidos, jacob lew, na próxima segunda-feira, às 18h, em são paulo."
255,"casos famosos de desaparecidos envolvem até verdadeiro indiana jones: madeleine mccann sumiu há dois anos, e a polícia não tem pistas. conheça alguns casos famosos de pessoas desaparecidas."
1477,movimentos lgbt fazem manifestação na rampa do congresso: ação aconteceu durante seminário sobre o tema. participantes pedem a criminalização da homofobia.
596,"vazamento de gás mata uma pessoa em são paulo. a construção onde os produtos químicos estavam não desmoronou, mas uma equipe da defesa civil avalia se a estrutura do prédio ficou danificada"
774,"passa de 100 o total de mortos por sandy no mundo. no caribe, atravessado pelo fenômeno na semana passada, a supertempestade matou 69 pessoas, a maioria no haiti."
681,"suspeito de estupro e corrupção de menor é preso em salgado. homem de 45 anos é suspeito de manter relação sexual com adolescente. ele também utilizava a vítima para vender drogas, diz polícia."
1993,opositor sírio é filmado mordendo coração de soldado. imagem (aqui desfocada) mostra líder da oposição arrancando coração de um soldado sírio.
744,"pib da china pode vir abaixo da meta, diz fonte. o crescimento econômico da china pode ser inferior à meta de crescimento, mas ""não há necessidade para entrar em pânico"", afirmou uma fonte sênior do governo chinês à market news international."
1031,"eua e china se comprometem a estender diálogo econômico: países tiveram encontro sobre economia, em washington. americanos pediram liberalização do setor financeiro aos chineses."
884,"pena de genoino passa de seis anos de prisão. o ex-presidente do pt josé genoino foi condenado a seis anos e 11 meses de prisão pelos crimes de formação de quadrilha e corrupção ativa hoje (12), durante o julgamento da ação penal 470, o processo do mensalão."
1550,líderes do g8 vão planejar retirada de medidas de estímulo: comunicado diz que existem riscos à estabilidade financeira. potências mundiais se comprometeram a cortar emissão de gases.
674,torcedor com filha no colo pega bola de beisebol com uma mão nos eua. rebatida durante jogo no michigan jogou bola em direção à arquibancada. americano fez apanhada certeira segurando a filha em um dos braços.
926,"mais um motor de avião que caiu na bahia chega a são paulo: hélices e motores serão analisados por técnicos em são josé dos campos. avião de pequeno porte caiu perto da pista de um resort, em trancoso."
791,"governo é sabatinado sobre cenário e perspectivas pela s&p. a visita da missão da agência ao brasil, nesta semana, teve nesta quinta-feira (13) recepção ""vip"" na cúpula da equipe econômica em brasília"
1821,"trégua na faixa de gaza entra em vigor às 17h, diz egito. um funcionário palestino no cairo disse à associated press que o egito será o fiador da trégua."
1119,"preço do petróleo fecha em queda em ny: contrato fechou negociado a us$ 53,84. investidores aguardam divulgação dos dados sobre reservas nos eua."
1559,"chefe do braço militar do hamas é morto em bombardeio. ahmed jabari, comandante do braço militar do grupo palestino hamas, morreu em um ataque aéreo de israel contra a faixa de gaza."
1106,neblina fecha aeroporto afonso pena por sete horas: pousos foram proibidos das 3h às 10h deste domingo. apenas decolagens foram autorizadas no mesmo período.
809,"padre acusado de crimes na ditadura argentina morre de infarto no paraguai. aldo omar morreu após ser internado com pneumonia em ciudad del este. sacerdote, de 80 anos, também teria vivido no uruguai e no brasil."
1622,caças russos fazem exercício de treinamento sobre o mediterrâneo. anúncio que deve elevar a tensão com a ucrânia a respeito da crimeia. voos vão continuar se as condições climáticas forem favoráveis.
92,"onu reitera que síria se desfaça de suas últimas armas químicas. 7,2% do arsenal de armas químicas da síria ainda estão no país. por acordo, síria deve destruir seu arsenal até 30 de junho."
1913,quase 800 esqueletos de bebês são encontrados em convento da irlanda. local abrigou jovens mães solteiras entre 1925 e 1961. os recém-nascidos teriam sido enterrados de maneira secreta pelas freiras.
1599,"terremoto de magnitude 7,3 atinge nordeste do japão. um forte terremoto de magnitude preliminar 7,3 foi registrado no nordeste do japão na tarde desta sexta-feira."
633,"após morte de menina, duas escolas são interditadas em go: exames indicaram que garota tinha hepatite. suspeita é de que água está contaminada."
1928,"homem fere 22 crianças a facadas em escola na china. um homem feriu 22 crianças e um adulto com uma faca na porta de uma escola primária na província de henan, na região central da china."
657,"miss rondônia disputa título para realizar sonho de mãe falecida: lorena garcia mendonça, de 23 anos, é estudante de medicina. final do miss brasil ocorre no próximo sábado, 9 de maio."
1162,"homem é baleado no centro de maceió e encaminhado ao hge. segundo a polícia, vítima pode ter sofrido tentativa de assalto. daniel alcântara não corre risco de morrer, segundo unidade de saúde."
1762,"foragido que apareceu no facebook perde direito à progressão de pena. condenado por roubo, jovem de 19 anos ainda irá responder pelos crimes de fuga mediante uso de violência e desacato contra investigador da polícia civil"
1411,"ordem correta das vacinas ajuda a diminuir dor sentida por bebês: pesquisadores acompanharam reações das crianças às picadas. segundo teste, é melhor dar antes vacina contra difteria e outras doenças."
651,"foto chocante no maço deixa 48% dos fumantes mais propensos a deixar o vício: pesquisa que revelou dado foi feita em são paulo, rio e porto alegre. estudioso quer fotos na frente dos maços de cigarro."
1010,"monges sequestram chineses em mina de cobre em mianmar. dois chineses foram feitos reféns, segundo dona de mina. sequestradores exigem a paralisação total do projeto."
247,carpinteiros reutilizam restos de madeira em móveis na amazônia: fabricantes em rondon do pará fazem peças com resíduos de serrarias.
1263,psol entra com nova representação contra sarney: partido quer investigação sobre irregularidades em casa e fundação. conselho de ética já recebeu cinco representações e quatro denúncias.
211,"bebê que segura dedo de médico ao nascer vira sensação na web. foto foi tirada pelo pai da criança, chamada nevaeh. mãe descreveu momento como algo para se lembrar para sempre."
684,"nos eua, alencar obtém autorização para passar por novo tratamento contra câncer: vice-presidente receberá novo medicamento. tratamento ataca células que provocam o tumor."
1058,"vítimas de caçadores, 13 tartarugas-da-amazônia são apreendidas no pa: animais foram capturados com anzóis e iscas. espécie tem caça proibida, informa o ibama."
1319,"acidente deixa 4 mortos e 2 feridos em rodovia mineira: segundo a prf, carreta tombou em uma curva na br-452. veículo arrastou um carro e outros três caminhões."
507,"arqueólogos encontram vestígios com mais de 1.200 anos em mg: pesquisadores localizaram amostras de vegetais em montes claros. com projeto, cientistas querem aproximar comunidade das descobertas."
1774,"não somos idiotas facilmente enganados, diz fidel: para ex-líder cubano, eua querem cuba como escravo, diz fidel. aos 82 anos, fidel castro se recupera de uma doença."
340,"premiê ucraniano acusa rússia de ""agressão militar sem motivos"". o premiê incitou o governo russo a retirar suas tropas da crimeia e a iniciar um diálogo"
465,atentado contra base da otan deixa dois mortos no afeganistão. suicida explodiu carro quando comboio entrava na base em kandahar. mortos são civis; outras 19 pessoas ficaram feridas.
865,"coreia do sul e eua elevam alerta militar por conta da coreia do norte: nível de alerta subiu de 1 para 2, maior desde outubro de 2006. vigilância sobre regime de pyongyang é reforçada com aviões e pessoal."
833,comerciantes esperam que venda de peixes cresça 70% na quaresma. pescados são mais vendidos nessa época por causa de tradição católica. preço do quilo varia entre r$ 12 e r$ 32 de acordo com a espécie.
1933,"relatório aponta superfaturamento de quase 100% em contrato do senado: uma empresa recebeu r$ 269,6 mil mensais por serviços de limpeza. segundo comissão, valor de mercado pelo serviço era de r$ 136,2 mil."
1437,"américa latina é região mais atingida pela nova gripe, diz oms: região tem o maior número de contaminados e mortos; inverno no hemisfério sul preocupa países."
540,"menino de 8 anos se casa com mulher de 61 a mando de fantasma do avô. cerimônia foi organizada pela família, que ficou com medo de ser punida pelo espírito"
1431,"pesquisa do ipea mostra queda no uso de telefone fixo. o serviço com o pior desempenho, segundo o ipea, é de celulares, com 65,5% de avaliação positiva, contra 69,8% da internet"
439,"china isola mexicanos por temor da gripe, diz embaixada: decisão causou crise diplomática entre os dois países. méxico definiu ação como discriminatória e sem fundamento."
516,"menina de 15 anos é acorrentada pela avó em ms: segundo a polícia, avó se cansou da desobediência da neta em amambaí. ela vai responder em liberdade por cárcere privado."
84,tse cassa mandato de deputado estadual que trocou de partido no pr. decisão contra alceu maron filho (psdb) foi tomada na noite de quinta (13). o suplente felipe lucas (pps) deve ser o substituto de maron na alep.
1464,"adolescente é detida com 3,5 quilos de drogas em bebedouro, sp. homem que estava com a jovem conseguiu fugir pulando o muro do imóvel. no local, foram apreendidos crack, cocaína, maconha e pistola 7,65 mm."
1770,"o mais pirateado em 2010. por mais que hollywood lute contra, a pirataria de filmes segue firme até mesmo com uma relação daqueles com maior quantidade de downloads ao longo do ano. na liderança do ranking está “avatar”, não por acaso o filme de maior público na história do cinema."
678,"avião da us airways falha durante decolagem na filadélfia. segundo autoridades, trem de pouso da frente falhou. os voos foram interrompidos no aeroporto."
1181,"mulher fica apavorada ao se deparar com cobra de 3,6 m no banheiro. incidente ocorreu na cidade de college station, no texas (eua). agentes precisaram improvisar e usaram lixeira para transportar réptil."
1544,estudo mostra que substância melhora memória em cobaia: pesquisa com brasileiro estudou ação de genes nos neurônios. molécula dada a roedores impede que elos entre células nervosas suma.
143,"governo se mantém otimista com meta de crescimento de 1% em 2009: em reunião, lula pediu esforços para aumentar as exportações. segundo ministro, previsão de crescimento no 4º trimestre é de até 4%."
1600,programa em mg aumenta uso de métodos anticoncepcionais entre jovens: uso regular de preservativo com parceiro casual dobrou. adoção de método contraceptivo na última relação cresceu 68%.
1336,jovens suspeitos de clonagem de cartões são detidos com lsd em mg. trio foi encontrado nesta segunda-feira (19) em uberaba. polícia apreendeu 196 micropontos de lsd e 25 unidades da mesma droga.
1828,"vacina contra tuberculose é perigosa demais para bebês com vírus da aids: conclusão é de estudo feito pela oms na áfrica do sul, onde hiv é comum. imunização não só não traz proteção como pode matar criança."
1183,"cientistas estudam como uma gripe tranquila pode se tornar brutal: pandemia de gripe suína se mostrou menos perigosa do que se temia. entretanto, com o tempo, vírus pode se tornar mais ameaçador."
824,"eua dizem que avanço talibã serviu para despertar paquistão: declarações partiram de robert gates, secretário de defesa. ele falou em entrevista à rede americana cnn."
1231,"agente suspeito de facilitar tortura contra menor é preso em cuiabá. agente é suspeito de permitir estupro contra menor no complexo pomeri. suspeito se entregou à polícia e, por meio da defesa, negou crime."
122,general brasileiro diz que congo mudou completamente com tropas da onu. carlos alberto dos santos cruz relata o retorno de refugiados para suas casas no leste do país.
1982,"casal de ursos polares ataca pavão albino e choca visitantes em zoo. incidente ocorreu no zoológico schönbrunn, em viena. raro pavão albino foi atacado após voar no recinto dos predadores."
1787,"cinco tribos isoladas correm risco de desaparecer, alerta ong: quatro delas estão na amazônia, duas no brasil. desmatamento é a principal ameaça aos povos, diz survival international."
1639,estudante que esfaqueou 14 colegas no texas diz que fantasiava crime há anos. o estudante disse aos investigadores que estava planejando o crime há anos e que fantasiava esfaquear pessoas até a morte desde os seus tempos de escola primária.
1680,vice de obama pressiona israel pela criação do estado palestino: joe biden também pediu aos palestinos que interrompam ataques. governo de netanyahu reluta em negociar a solução de dois estados.
100,"a 8 dias da copa, rotatória perto da arena pantanal ainda está em obras. ampliação na frente do círculo militar começou a ser feita no mês passado. primeiro jogo do mundial em cuiabá será no dia 13, entre chile e austrália."
1627,"câmera flagra homem escapando por pouco de trem. a rede ferroviária britânica divulgou imagens captadas por circuito interno de tv de um homem que escapa por pouco de ser atropelado por um trem, ao cruzar a linha férrea."
669,"chuvas fazem rios transbordarem e isolam cidades no sul do chile. precipitações e ventos também provocaram cortes nos serviços básicos. pelo menos 4 mil pessoas estão ilhadas, diz escritório de emergências."
220,gm pede mais dinheiro e alemanha adia decisão sobre opel: montadora americana teria pedido mais dinheiro pela filial europeia. destino da opel pode ser definido nesta sexta-feira.
355,"morre aos 103 anos elliott carter, premiado compositor de música clássica. o pioneiro compositor de música clássica americano elliott carter, que ganhou dois prêmios pulitzer em uma carreira de quase oito décadas, morreu em nova york, aos 103 anos."
623,obama declara área atingida por sandy como zona de catástrofe. tempestade já matou 15 pessoas nos estados unidos e uma no canadá.
1851,traficantes utilizam redes sociais para vender drogas no piauí. tráfico virtual é apenas um indício do comércio ilegal que invade internet
947,"escolas municipais do rio voltarão às aulas normalmente: secretaria informou que nova gripe não alterou data de retorno das férias. aulas serão reiniciadas no dia 3 de agosto, conforme calendário escolar."
278,três soldados da otan mortos no afeganistão: mortes ocorreram em ataques separados. uma das vítimas era britânica.
229,"sarney chega com mulher ao hospital sírio-libanês, em são paulo: dona marly deve ser operada em razão de fraturas no ombro esquerdo. eles chegaram de helicóptero pouco antes das 13h."
713,"pernilongo de sp fica maior e mais resistente a inseticida, diz estudo: desde 2004, inseto ficou 20% maior em relação a primos de outros locais. pesquisa aponta poluentes e água parada do pinheiros como causas."
212,urubu se choca com avião em salvador: voo ia de são paulo para a capital baiana e levava 80 passageiros. animal colidiu com a aeronave durante o pouso.
1489,"inflação pode voltar a subir, diz banco central chinês: índice de preços ao consumidor caiu 1,1% de janeiro a junho. bc espera estabilidade no segundo semestre e alta em seguida."
1288,"petróleo atinge nível mais alto em um mês em nova york: na nymex, barril para entrega em junho fechou a us$ 53,20. durante a sessão, o preço do barril chegou a us$ 53,65."
631,"jacaré de 3,5 metros é capturado em quintal de casa no amazonas. animal foi encontrado em quintal de residência em itacoatiara. corpo de bombeiros capturou e soltou o animal no rio amazonas."
1883,estudo prevê que brasil perderá participação no comércio mundial: projeções até 2030 indicam queda nas vendas externas de produtos manufaturados.
962,adolescente paquistanesa estuprada morre após atear fogo em si mesma. jovem se matou após acusados de crime terem sido inocentados. caso aconteceu em janeiro; polícia disse que ela não foi estuprada.
724,"pacientes podem ser ressuscitados horas após morte, diz médico. resfriamento do cérebro é chave para evitar decomposição do órgão, que pode voltar à vida até cinco horas após um ataque cardíaco."
1971,"carro desvia de cavalo e cai em vala no rs: aparentemente, motorista e filho não tiveram ferimentos graves. acidente aconteceu nesta quinta-feira, em porto alegre."
711,"grupo invade igreja, come e leva eletroeletrônicos em ms: pastor disse que ladrões comeram a sobra da festa do dia dos namorados. esta teria sido a terceira vez que o local é assaltado."
90,"segredo de justiça ‘praticamente não existe no brasil’, diz tarso: ele falava sobre divulgação de gravações de conversas da família sarney. ministro critica stf por permitir a advogados acesso a todos os inquéritos."
1355,onça obesa terá a pata operada em guarulhos: objetivo é reabilitar a pata com o implante de fios cirúrgicos. animal rompeu ligamento por causa de sedentarismo e obesidade.
34,"deputado protocola pec que retoma obrigatoriedade do diploma de jornalismo: paulo pimenta (pt-rs) conseguiu 191 assinaturas na proposta. jornalismo é mais que simples prestação de informação, diz."
1043,chega a 7 o número de mortos em desabamento de prédios em ny. nove pessoas ainda são procuradas nos escombros. acidente deixou pelo menos 70 feridos em manhattan.
1523,detentos a caminho do trabalho são flagrados com maconha e celulares. no veículo abordado foram encontrados também 400 gr de maconha.
1944,"produção industrial do paraná sofre a terceira queda seguida. estado teve recuo de 4,6% na comparação entre janeiro deste ano e dezembro de 2013"
455,"hamilton minimiza falha e comemora liderança em treino. o primeiro dia de treinos em melbourne, na preparação para a abertura do mundial de fórmula 1, foi de altos e baixos para lewis hamilton."
298,"apple negocia compra do twitter, diz imprensa norte-americana: acordo pode ser anunciado em junho, segundo sites especializados. empresa teria oferecido us$ 700 milhões, superando oferta do facebook."
1063,"jovem rouba cartão de crédito da mãe e faz gracinha em foto da polícia. caso ocorreu em alliance, no estado de ohio. john funk tentou usar o cartão na frente da polícia."
801,"peixe raro e bizarro intriga especialistas nos eua. animal foi capturado em píer em pensacola, na flórida. instituto só conseguiu determinar que animal não é de águas costeiras."
1588,"homem mata os três filhos em matagal no paraná. vanderlei dos santos de lima, 33, degolou os três únicos filhos e ainda desferiu golpes de faca contra um deles."
5,"chávez apresenta neto de allende como companheiro da filha: pablo sepúlveda allende é médico e neto de salvador allende. maría, de 29 anos, é a segunda filha do primeiro casamento de chávez."
502,"tesouro nacional capta mais us$ 25 milhões no mercado asiático: na quarta, foi anunciada emissão de us$ 500 mi nos eua e europa. oferta foi estendida ao mercado asiático na madrugada desta quinta."
543,"índice europeu de ações fecha em baixa, pressionado por bancos: referência para o continente, o ftseurofirst 300 caiu 0,99%. deutsche bank aumentou reservas contra calotes; ação caiu 11%."
431,professores cruzam os braços por 24h e promovem manifestação no piauí. categoria elabora ofício com 11 itens para ser entregue ao governador. servidores reivindicam reajuste salarial de administrativo e plano de carreira.
1989,"fbi considera possibilidade de ataque terrorista em boston. as explosões ocorridas na segunda-feira, 15, durante a maratona de boston, nos estados unidos, deixaram pelo menos três mortos e mais de 100 feridos."
1602,universidade detecta evento no leito marinho após sumiço de avião. especialistas chineses disseram que evento foi similar a um tremor. movimento foi registrado nos mares entre a malásia e o vietnã.
1395,"policial é preso por suspeita de tráfico de drogas em ms: segundo polícia rodoviária, ele levava 149 quilos de maconha. produto estava em fundo falso de carroceria."
1255,policial é preso acusado de facilitar fuga na ba: preso recapturado teria dito que agente receberia r$ 25 mil. policial está detido na corregedoria e nega participação.
1098,merkel adverte rússia sobre consequências de ação na ucrânia. chanceler alemã defendeu solução com os príncipios do século xxi. ela é considerada a figura mais influente da ue na crise da crimeia.
339,"passageiros temem assaltos durante viagens de ônibus no paraná. o medo virou rotina dos passageiros que precisam viajar de ônibus à noite com destino à região de foz do iguaçu, no oeste do paraná. a rota, que é conhecida pela grande quantidade de ônibus de sacoleiros que precisam passar pelo trecho, virou alvo de assaltantes."
1959,duas toneladas de lixo hospitalar e remédios são achadas em lixão do am. medicamentos dentro do prazo de validade foram descartados no lixo. órgãos irão investigar responsabilidade também por crime ambiental.
1775,"quero desentulhar a uti, diz médica suspeita de matar pacientes. segundo a investigação, virgínia, presa na terça (19), “antecipava óbitos”, principalmente de pacientes internados pelo sistema único de saúde (sus)."
114,"anp condena discurso de netanyahu e rejeita novas imposições: para autoridade nacional palestina, refugiados não foram considerados. movimento islâmico hamas também condenou o discurso deste domingo."
889,"eros grau renuncia ao cargo de ministro do tse: pedido de renúncia foi enviado ao presidente do tse, ayres britto. gabinete de eros diz que ele quer se dedicar mais aos processos do stf."
1408,kerry e lavrov fazem última reunião antes do referendo da crimeia. secretário dos eua e chanceler russo estão reunidos este é o quarto encontro dos dois em uma semana.
209,prefeitura de sp decide adiar retorno às aulas na rede municipal: estudantes voltarão às escolas no dia 17 de agosto. medida foi tomada por causa da nova gripe.
1793,suspeitos de agredir e atear fogo em homem são detidos em luiz antônio. bando foi identificado após o crime e confessou ter agido por vingança. vítima permanece internada no hospital das clínicas de ribeirão preto.
1688,"china vira principal comprador dos produtos brasileiros: em março, país desbancou eua como principal destino de exportações. com crise, governo chinês injeta quase us$ 600 bilhões na economia."
97,"dono pede a usuários que fumem maconha no seu bar em washington. frank schnarr diz que não gosta da erva, mas quer faturar com nova lei. autoridades e advogados não sabem ao certo se procedimento é legal."
894,onda de manifestações toma capital do irã por conta de resultados eleitorais: opositores apelaram contra a reeleição de mahmoud ahmadinejad. presidente reuniu milhares de pessoas para comemorar vitória.
429,"fim de semana deve ter temperatura baixa na maior parte do país: segundo cptec/inpe, sudeste terá tempo nublado, inclusive no litoral. temperatura no sul continuará baixa, principalmente na região serrana."
1390,torcedora de 2 anos canta o hino nacional completo; veja vídeo. evellyn miranda aprendeu letra na escola e também recebeu ajuda dos pais. mãe postou imagens na internet e diz que garota quer tudo verde e amarelo.
545,"japão volta a ter deflação e vê salto do desemprego: índice de preços ao consumidor recuou 0,1% em março sobre 2008. taxa de desemprego saltou para 4,8%, maior nível em quatro anos."
668,"temporão diz que chegada de vírus é inevitável, mas sem motivo para pânico: segundo o ministro, o brasil está preparado para enfrentar a gripe. fábrica no interior de sp está produzindo máscaras contra a doença."
793,duas pessoas morrem em acidente na br-232 em pernambuco: automóvel invadiu a pista contrária e bateu de frente em caminhão. carro foi arrastado e ficou pendurado em ponte.
1262,"chuva alaga cidades e destrói estradas no nordeste: no ceará e no piauí, moradores tiveram que sair de casa às pressas. no maranhão, caminhoneiros protestam contra interdição de estrada."
1782,"ônibus espacial endeavour pousa na sexta-feira pouco antes do meio-dia: nova inspeção vai checar eventuais danos ao escudo térmico da nave. após erro de abordagem, cargueiro russo se acopla à iss manualmente."
1605,"bala perdida mata menina de 13 anos em belo horizonte: tiro atingiu adolescente que levava irmã mais nova para escola. disparos foram feitos durante acerto de contas de traficantes, segundo pm."
472,"em entrevista, dilma diz que não discute sentenças do mensalão. a presidenta dilma rousseff disse em entrevista ao jornal espanhol ""el país"", publicada neste domingo, que acata as sentenças do stf (supremo tribunal federal) no julgamento do mensalão, mas ponderou que ninguém está ""acima dos erros""."
