id,texto,classe
1798,"obama é reeleito presidente dos estados unidos. o presidente dos estados unidos, barack obama, foi reeleito na madrugada desta quarta (7) no horário de brasília e estará à frente do país por mais quatro anos junto ao seu vice, joe biden.",neutro
1649,polícia encontra maconha enterrada em quintal de avó de suposto traficante no df: foram encontrados 50 kg da droga. maconha seria distribuída pela quadrilha do suposto traficante.,desgosto
1484,japonesa fica entalada em balança de parque e pede ajuda no twitter. jovem entrou em balanço de bebê e não conseguiu sair. usuários fizeram piadas e questionaram pedido de socorro em rede social.,surpresa
1682,ataque aéreo deixa ao menos dez mortos em cidade síria de azaz. helicótperos do regime sírio fizeram ataque sobre a localidade. mais de 162 mil pessoas morreram no país desde o início do conflito.,tristeza
1518,"produtos infantis chineses não cumprem normas, diz jornal: apenas 53,5% das roupas analisadas cumpriam os requisitos. entre os brinquedos fabricados em guangdong, 95% cumprem as normas.",desgosto
818,"homem foge de prisão na rússia com ajuda de uma colher. um cidadão russo fugiu da prisão de matrosskaya tishina de moscou com a ajuda de uma colher, com a qual raspou pacientemente o cimento das paredes de sua cela.",surpresa
710,"eua e israel dizem que negociação é produtiva: no entanto, enviado especial dos eua e premiê israelense não discutiram assentamentos.",neutro
1385,"homem descobre que mulher está viva após desligar aparelhos. um homem descobriu que sua esposa ainda estava viva, três dias após os aparelhos que a mantinham respirando terem sido supostamente desligados.",surpresa
980,"mineradora promete recontratar milhares de grevistas na áfrica do sul. maior mineradora de prata do mundo, a anglo american platinum concordou em recontratar os 12 mil mineiros demitidos por terem participado em greves ilegais nas últimas semanas.",alegria
115,cachorro vira cãopiloto de bicicleta ao dar passeio com o dono no méxico. animal ficou no posto de copiloto enquanto dono pedalava. cena foi registrada na cidade do méxico pelo fotógrafo ivan pierre aguirre.,surpresa
1906,mãe esquece filho em loja nos eua e só percebe 1 hora depois. os policiais acabaram achando maconha com a mãe.,raiva
649,mitsubishi motors perde us$ 278 milhões no trimestre: montadora japonesa foi prejudicada pela crise econômica mundial. vendas globais caíram 32% em relação ao mesmo período de 2008.,tristeza
62,"lula nega a jornal ser candidato ao planalto em 2014. o ex-presidente luiz inácio lula da silva disse que ""não existe"" a possibilidade de ser candidato à presidência da república em 2014, mas não descartou uma volta em 2018, embora ache que ""já cumpriu sua missão na presidência"".",neutro
179,"aeroporto na europa tem avenida que cruza pista de pouso. quando um avião pousa ou decola, carros têm de esperar em sinal fechado. via é principal forma de acesso terrestre a gibraltar.",surpresa
173,"menina de 9 anos é atingida por bala perdida na serra, es. criança se despedia da tia, em frente de casa quando foi ferida na perna. menina recebeu atendimento médico no hospital infantil e foi liberada.",tristeza
539,"terceiro dia seguido de ataques criminosos e ônibus incendiados em florianópolis.pelo terceiro dia seguido, a grande florianópolis viveu uma noite de verdadeiro terror. além de quatro ônibus incendiados, uma creche desativada foi também incendiada.",medo
246,"britânica acha sapo vivo em embalagem de salada. a britânica sara eason, de 37 anos, diz que encontrou um sapo vivo em uma embalagem de salada.",surpresa
1990,"pensei que íamos todos morrer, diz professora que salvou alunos. kaitlin roig falou sobre o massacre em entrevista à rede americana abc. atirador invadiu escola de connecticut nesta sexta e disparou contra alunos.",medo
1709,"mãe que perdeu filha em overdose busca diálogo com traficante. anne-marie cockburn disse que está procurando formas positivas de lidar com o trauma, em vez de se render à raiva.",tristeza
1188,"cerca de 40 mil pessoas morreram na síria, em 20 meses de conflitos. após 20 meses de conflitos na síria, cerca de 40 mil pessoas morreram, segundo a organização não governamental.",tristeza
20,"mais de 8 mil empresas japonesas quebraram no primeiro semestre do ano: somente em junho, 1.422 companhias quebraram, segundo pesquisa. japão sofre com recessão.",desgosto
1429,portugal nega aos homossexuais direito de adotar filho de companheiro. proposta de lei havia sido aprovada em primeira leitura no ano passado. lei que permite casamento entre gays também exclui o direito à adoção.,tristeza
1642,naufrágio leva turistas a passar 45 minutos de tensão e desespero em sc. medo só só acabou com a chegada do helicóptero dos bombeiros.,medo
1004,foguete decola com satélites europeus de observação: planck e herschel vão estudar origens do universo. sondas alcançarão sua órbita dentro de 60 dias.,alegria
1023,"cerca de 120 pessoas morrem no incêndio em fábrica têxtil em bangladesh.além das mortes, cerca de 100 trabalhadores ficaram feridos.",tristeza
55,"tjpe concede registro de dupla maternidade em certidão de gêmeos. nomes das mães e dos avós maternos dos bebês estão no documento. todo processo durou menos de 15 dias, informa advogado.",neutro
1042,indianos engolem peixe vivo contra asma: receita teria sido passada por guru a família no século 19. animal é ingerido junto com ervas medicinais.,surpresa
149,china prende 29 suspeitos de terrorismo em xinjiang. eles são acusados de incitar separatismo e perturbação da ordem pública. prisões ocorreram em região de maioria muçulmana.,desgosto
1340,"manicure mata criança por vingança. por vingança, a manicure suzana do carmo de oliveira figueiredo matou o menino joão felipe eiras santana bichara, de 6 anos, que estava sob os cuidados.",tristeza
1713,"pescadores recolhem 3 toneladas de lixo de rios em rondônia: cerca de 100 pessoas limparam dez quilômetros de rios em ji-paraná. foram recolhidos sacos plásticos, garrafas e eletrodomésticos velhos.",desgosto
990,"marcelo confirma cruzeiro com mayke e júlio baptista. o técnico marcelo oliveira confirmou nesta sexta-feira a escalação completa do cruzeiro que irá a campo neste domingo, contra a tombense, fora de casa, pela rodada final da primeira fase do campeonato mineiro.",neutro
194,"sus está preparado para enfrentar nova gripe, diz ministério da saúde: sistema de saúde tem 68 unidades de referência. ministério alerta para o risco de automedicação.",medo
1156,"produção das principais montadoras japonesas cai no primeiro semestre: líder mundial do setor, toyota teve queda de 43% na produção. indústrias esperam pior ano para o setor em três décadas.",neutro
1525,câmeras flagram policial atirando contra vigilante no trânsito de maceió. o policial luiz josé almeida ramos já foi afastado e será investigado.,desgosto
542,"história de amor e crônica pós-katrina ganham prêmio literário nos eua. o prêmio, entregue na quinta-feira em nova york, abrange obras publicadas no último ano nos eua",neutro
734,"muçulmana deficiente visual anda com cavalo-guia nos estados unidos: mona não pode usar cão, cuja saliva é considerada impura no islã. então, a revisora de textos em braile adotou cali, um minicavalo.",surpresa
277,"ministro diz que acordo com paraguai não terá impacto no preço da energia: segundo paulo bernardo, essa é uma determinação do presidente lula. ele disse ainda que tesouro deve assumir diferença paga aos paraguaios.",neutro
1797,planta de 234 anos troca de vaso em londres: ela é considerada a mais antiga planta em vaso do mundo. transplante ocorreu no royal botanical gardens.,surpresa
772,volkswagen registra queda de 81% no lucro líquido: montadora alemã alcançou us$ 695 milhões no semestre. volume de negócios retrocedeu 9% nos seis primeiros meses do ano.,neutro
551,"polícia iraniana detém 2 jornalistas belgas durante protestos em teerã: jornalistas ficaram cerca de uma hora detidos e foram liberados. além deles, mais de cem manifestantes e opositores também foram detidos.",tristeza
1737,carne de rato é vendida como se fosse cordeiro na china. autoridades chinesas descobriram que restaurantes estavam vendendo carne de rato e outros animais - furão e raposa - como se fosse de cordeiro.,surpresa
840,polícia encontra bebê perto de sacolas de lixo em mt: criança foi levada para pronto-socorro. mãe não foi localizada.,tristeza
806,"sarney marca instalação da cpi para a próxima terça-feira: com decisão, definição dos cargos-chave ficou para a próxima semana. governo e oposição disputam comando da investigação.",neutro
1560,igreja alemã indicia religiosos por pedofilia. a igreja católica alemã anunciou nesta sexta-feira que 66 de seus religiosos foram indiciados por abusos sexuais cometidos num período de dez anos.,desgosto
619,hospital da indonésia atende alunos com nova gripe em ala improvisada: oms alertou 6ª-feira que crianças em idade escolar são as mais afetadas. agência da onu não contabiliza mais notificações ao redor do mundo.,tristeza
1307,"mãe é flagrada dando mamadeira com vinho para bebê de nove meses. situação aconteceu em curitiba na quinta-feira (13); mãe tem 17 anos. garota deu a bebida para acalmar a criança, diz guarda municipal.",raiva
1468,estudo indica que chimpanzés são capazes de apreciar música: pesquisa com filhote revelou que animal prefere ouvir música harmoniosa.,alegria
1438,"grupo diz que homem é estuprador e o agride em casa em juiz de fora. testemunhas contaram que eles diziam: “estuprador tem que morrer"". ele está internado em estado grave; vítima pode ser doente mental.",tristeza
1024,"italiano da seleção é internado com lesão no tórax. o lateral-direito do napoli e da seleção italiana, christian maggio, foi internado em um hospital de nápoles, na noite de quinta-feira, por conta de uma trauma pneumo-torácico.",tristeza
102,"jovens são presos e menor apreendido com drogas em uberaba. polícia encontrou 45 buchas e um tablete de maconha em uma residência. aparelhos celulares, r$ 6.016 em dinheiro e uma moto foram apreendidas.",desgosto
1396,moradores protestam contra enchentes no paraná: grupo ateou fogo a pneus e pedados de madeira em pinhais. prefeitura diz que vai atender as famílias afetadas.,tristeza
21,"construção desaba e mata idoso de 68 anos em divinópolis. vítima chegou a ser encaminhada para o pronto-socorro, mas não resistiu. idoso estava na área interna da construção quando houve o desabamento.",tristeza
1315,"morador de barbacena cai em golpe em compra de carro pela internet. homem acertou entrega de veículo após depósito bancário de r$ 7.600. o pagamento foi feito, carro não foi entregue e golpe descoberto.",raiva
1564,"governo nega clima de pânico no brasil por causa de nova gripe: saúde diz que temporão só fará pronunciamento se houver caso no brasil. para secretário do ministério, ciência não pode ser feita só com otimismo.",neutro
136,"base aliada deve ficar com cargos-chave da cpi da petrobras, diz jucá: líder do governo no senado prevê instalação na próxima semana. oposição quer presidência da cpi e vai obstruir votações.",neutro
1976,"prouni é milagre na educação e vai beneficiar 720 mil até 2010, diz lula: segundo presidente, hoje são 545 mil os universitários beneficiados. ele disse ainda que no governo é proibido dizer que educação é gasto.",alegria
1458,casal deixa filho do lado de fora de bar durante bebedeira. americanos deixaram criança de 7 anos na porta do estabelecimento.,tristeza
1215,"violino do titanic é encontrado, 101 anos após o naufrágio. o violino do chefe de orquestra do titanic foi encontrado em um sótão na inglaterra e autentificado 101 anos após o naufrágio do navio, indicou uma casa de leilões britânica.",surpresa
1752,"bashar al-assad rejeita exílio e diz que irá ""viver e morrer na síria"". ditador afirma ainda que intervenção estrangeira no conflito pode ter ""consequências globais"" .",neutro
1648,"lula defende aliança comercial entre países emergentes: ‘as chances de ficarmos ricos são mais fáceis se estivermos juntos’, disse. presidente pede mais ousadia a empresários durante evento em são paulo.",surpresa
1228,"ferida em acidente no rs viaja mais de 500 km para conseguir leito em uti. mulher de 72 anos está internada na santa casa de santana do livramento. acidente que deixou 28 pessoas feridas foi em caiçara, no norte do estado.",tristeza
1358,"santander: ibc-br melhor não é tendência para o ano. o resultado forte do índice de atividade econômica do banco central (ibc-br) de janeiro não deverá ser repetido ao longo do ano, avalia a economista tatiana pinheiro, do banco santander.",neutro
652,"sandy causa cancelamento de mais de 15 mil voos em todo o mundo. em função dos cancelamentos, as empresas aéreas têm oferecido aos passageiros mudanças de data sem a cobrança de taxas ou o reembolso do valor pago.",medo
719,"ipea prevê queda de 14% na produção industrial em abril: retração se refere à comparação com o mesmo mês de 2008. dados oficiais sobre do indicador sairão pelo ibge, em 1º de junho.",neutro
1724,"professor chama estudante de macaco dentro de sala de aula. em menos de uma semana, a universidade federal de minas gerais (ufmg) enfrenta a segunda denúncia de racismo contra estudantes",desgosto
400,"economia britânica deve retomar crescimento este ano, diz ministro: alistair darling diz, porém, que é cedo para retirada de estímulos. para ele, situação de outros países e preço do petróleo pedem cautela.",neutro
435,dem protocola no tcu pedido de análise do acordo brasil-paraguai sobre itaipu: representação é assinada pelo deputado paulo bornhausen (sc). partido pede uma minuciosa análise dos termos do pacto.,neutro
1178,bebê com calazar morre e mãe acusa médicos de hospital de negligência. criança apresentava febre e manchas pelo corpo quando foi internada. secretaria de saúde diz que irá investigar as causas da morte.,tristeza
281,"repórter chinesa abandona casamento e cobre terremoto vestida de noiva. chen ying estava se preparando para cerimônia de seu casamento quando um terremoto atingiu yaan, província de sichuan, na china.",surpresa
1062,jovem foge de cativeiro após ser torturado durante nove dias em sp. rapaz de 21 anos foi sequestrado quando ia ao trabalho em cubatão. família chegou a pagar o resgate duas vezes para os criminosos.,desgosto
1078,"ministro brasileiro visita cuba para aumentar comércio e investimento: miguel jorge, da indústria e comércio, fica até quinta-feira (9) na ilha. brasil é o segundo parceiro comercial da ilha na região após a venezuela.",neutro
313,ong pendura faixa no lincoln do monte rushmore em ato pró-meio ambiente: ativistas protestaram nas esculturas de quatro presidentes dos eua. eles pediram a obama que tome providências contra o aquecimento global.,desgosto
977,"vítimas relembram cenas de horror após explosões em boston. vítimas e testemunhas das explosões que aconteceram no final da maratona de boston, na última segunda-feira, descrevem ""cenas horrendas"" de corredores e familiares atingidos.",tristeza
525,"avalanche nos alpes austríacos mata seis pessoas: tragédia envolveu cinco excursionistas tchecos e um eslovaco. com a ajuda de helicópteros, polícia conseguiu recuperar corpos.",tristeza
854,"preso suspeito de abusar da neta de 3 anos em belo horizonte: menina e outra criança, vizinha da família, serão submetidas a exames. ex-mulher dele flagrou a tentativa de abuso e chamou a polícia militar.",desgosto
1034,"ceará libera mais r$ 1,1 milhão a cidades atingidas pela chuva: dinheiro beneficiará acaraú, itarema, marco, pacujá e quixeramobim. devem ser comprados cobertores, cestas básicas e outros produtos.",alegria
82,atirador mata duas pessoas e fere 10 em festa de carnaval no rio. ensaio de um bloco terminou em tragédia na noite de domingo.,tristeza
1527,"dois anos após sumiço, caso madeleine mccann permanece sem solução: garota britânica sumiu em 3 de maio de 2007. pais chegaram a ser indiciados, mas caso foi encerrado sem acusações.",desgosto
131,"carro-bomba mata cinco em mesquita de damasco. pelo menos cinco pessoas morreram e dezenas ficaram feridas na sexta-feira após a explosão de um carro-bomba em frente a uma mesquita de damasco, na síria.",tristeza
1561,"obras e má sinalização aumentam acidentes em estradas no es: placas de sinalização não resistem ao tráfego intenso na rodovia. para dnit, acidentes ocorrem pelo desrespeito aos limites de velocidade.",desgosto
1185,"morre primeiro astronauta holandês que viajou para o espaço. wubbo ockels morreu neste domingo (18) aos 68 anos. ockels, que também era professor, lutava contra um câncer de rim.",tristeza
1969,"protesto de agentes da saúde interdita br-101 na serra, es. trabalhadores pedem aumento salarial e melhores condições. representante do governo se dirigiu ao local para conversa.",tristeza
1130,"gm está perto de vender a saab para sueca koenigsegg, diz jornal: venda de marcas deficitárias faz parte da estratégia da gm. koenigsegg produz carros esportivos de alta performance.",neutro
1192,"manejo florestal inspira projetos e desperta ceticismo na amazônia: ambientalistas apoiam iniciativas, mas críticos questionam viabilidade.",neutro
1150,"confiança do consumidor nos eua melhora em junho: índice, calculado pela universidade de michigan, ficou abaixo do esperado. otimismo é maior para o momento atual do que para próximos seis meses.",neutro
421,exposição na califórnia mostra fotos inéditas de obama calouro: imagens foram feitas por colega quando atual presidente era estudante. algumas já haviam sido publicadas pela revista time.,neutro
527,"filhos são suspeitos de abandonar pai idoso para se apropriar dos bens. polícia encontrou homem de 71 anos após denúncia, em anápolis, go.",raiva
1184,"irmãs se encontram após 72 anos graças ao facebook. duas irmãs bósnias, que haviam perdido o contato há quase 72 anos, se reencontraram pela primeira vez desde a segunda guerra mundial graças à rede social facebook, noticiou um jornal local este sábado.",alegria
1556,"comerciantes sinalizam buraco para evitar acidentes em são vicente, sp. buraco fica na avenida antônio emmerich, no jardim guassú. cabo de vassoura foi utilizado no local para chamar atenção.",surpresa
201,indiano é detido por vender o neto no facebook. homem sequestrou recém-nascido em hospital onde filha deu à luz. ele negociou venda com empresário pelo site de relacionamentos.,raiva
120,"alemães fazem passeio no interior de intestino tamanho família: modelo do órgão humano em dresden é considerado o maior da europa. objetivo da mostra é ensinar a prevenir doenças intestinais, como câncer.",surpresa
857,"proliferação de algas assusta e praias são fechadas na austrália. um fenômeno raro na austrália causou o fechamento de algumas praias e está assustando as autoridades. algas da espécie conhecida como noctiluca scintillans se proliferaram na água e deixaram a água com alta concentração de amônia. por causa disso, a água ficou com a coloração vermelha, o que assustou turistas e moradores.",surpresa
927,"garoto de 14 anos morre após sofrer parada cardíaca em escola de goiânia. estudante chegou a ser socorrido por professores, mas não resistiu. samu tentou reanimar vítima por 1h40; laudo sobre morte sairá em 90 dias.",tristeza
1108,"estudo nos eua liga vírus comum a pressão alta: pesquisadores preveem criação de vacina contra o vírus cmv, que causaria endurecimento das artérias.",surpresa
797,"josé alencar está disposto e conversa normalmente, diz hospital: vice foi submetido a cirurgia na sexta para tratar obstrução intestinal. ele segue internado na uti do hospital sírio libanês, em são paulo.",neutro
1962,formiga carrega inseto maior do que ela mesma na alemanha. cena foi registrada na cidade de kaufbeuren. imagem foi feita pelo fotógrafo karl-josef hildenbrand.,surpresa
198,ataque israelense contra gaza mata dois palestinos. dois palestinos morreram em um ataque aéreo israelense contra o norte da faixa de gaza durante a visita do primeiro-ministro egípcio hisham qandil.,tristeza
1276,"quarto jacaré é encontrado na região metropolitana do recife, esta semana. mal da espécie papo amarelo tem 1,5 metro e foi levado ao ibama.",surpresa
1333,"bandidos prometem novos ataques em sc. milhares de passageiros que utilizam o transporte coletivo em florianópolis deixaram ontem de andar de ônibus com medo de novos ataques, após a onda de violência no estado.",medo
1285,"artesanato de petra, na jordânia, parece o do nordeste do brasil: desenhos de areia em recipientes de vidro parecem os feitos no brasil. mas saem as praias e os coqueiros, e entram o deserto e os camelos.",neutro
703,"cavalo aparece dentro de policlínica em santos, sp. animal estava dentro do terreno pertencente ao posto de saúde.",surpresa
342,atores de peça que mostra jesus gay serão julgados por blasfêmia na grécia. o espetáculo já havia sido suspenso após três semanas de pressão e agressões por parte de fundamentalistas.,neutro
1331,"pai biológico de sean está no plenário do stf para acompanhar julgamento: no último dia 2, supremo suspendeu ida do garoto para os eua. ministros vão decidir se ação para que ele fique no brasil é legítima.",neutro
260,professora corta trança de menina sem véu no egito. a professora de uma menina de 11 anos foi condenada no egito a pagar uma pequena multa e a cumprir uma pena suspensa de seis meses por cortar o cabelo de uma aluna como punição por não usar o véu islâmico.,desgosto
1225,"ladrão rouba banco e tenta enganar a polícia ao raspar a barba. caso ocorreu em bonita beach, no estado da flórida. apesar da mudança, robert souza acabou reconhecido.",surpresa
1404,pf faz operação contra clonagem de cartões e fraudes pela internet: mais de 600 policiais participam de ação em 12 estados e no df. devem ser cumpridos 139 mandados de prisão e 136 de busca.,neutro
882,"movimento é tranquilo no segundo dia de paralisação no detran-pe. em todo o estado, apenas três serviços estavam disponíveis. servidores confirmam retorno às atividades na segunda-feira.",desgosto
334,"após dez anos desaparecidas, jovens são encontradas nos estados unidos. amanda berry, michelle knight e gina dejesus sumiram quando eram adolescentes e foram encontradas em bairro residencial de cleveland, ohio.",alegria
1892,árvore atinge cabo de transmissão e deixa cidade no am sem energia. problema em manacapuru foi detectado durante a madrugada. concessionária não informou o número de bairros afetados.,desgosto
662,"vídeo de mãe segurando criança para fazer tatuagem choca internautas. um vídeo publicado pelo tabloide britânico the sun chocou internautas nesta terça-feira (29). é possível ouvir os gritos de dor da criança enquanto o tatuador encosta a agulha em seu braço. durante o processo, a mulher, cuja publicação afirma ser mãe da criança, segura o filho e tenta distraí-lo.",raiva
1454,"agitação logo após impacto é bom sinal para felipe massa, diz especialista: cirurgião do albert einstein indica necessidade de várias tomografias. impacto forte só pode ser avaliado com esse acompanhamento.",neutro
1877,"infraero regista atrasos em 8,6% dos voos: das 371 operações previstas, 32 atrasaram mais de 30 minutos. outras 23 foram canceladas.",desgosto
1569,"conselho de segurança pede respeito à trégua em gaza. o conselho de segurança das nações unidas pediu nesta quarta-feira a israel e ao movimento palestino hamas que ""atuem seriamente"" para manter o cessar-fogo acertado entre ambos na faixa de gaza.",neutro
1380,número de mortos por conflito religioso em mianmar chega a 112. as autoridades de mianmar afirmaram hoje que o número de mortos pela violência sectária entre budistas e muçulmanos da etnia rohingya chegou a 112.,tristeza
1738,"homem tenta entrar na casa da ex pela chaminé e fica entalado nos eua. americano tentou invadir casa de madrugada em lake forest, na califórnia. foram necessários 25 bombeiros para realizar a operação.",surpresa
1430,diretora da petrobras anuncia produção maior de usinas térmicas: escassez de chuvas nas regiões sul e sudeste é o motivo. será necessário aumentar a importação de gás natural da bolívia.,tristeza
1735,"opositor ao governo do irã, moussavi está preso, afirma jornal israelense: candidato à presidência, ele disse que eleições foram fraudadas. outros líderes reformistas também foram detidos, diz france presse.",neutro
